Date,Open,High,Low,Close,Adj Close,Volume,7_day_MA,30_day_MA,Daily_Return,Volatility,RSI,EMA_7,EMA_30,Middle_Band,Upper_Band,Lower_Band
1999-04-05,0.042188,0.043229,0.041146,0.041406,0.037979,98640000,0.0425594285714285,0.0436935666666666,-0.0304860915987638,0.0432232666981871,43.20864741857488,0.042385897602192614,0.0431606847221465,0.0429362,0.046497805941736185,0.039374594058263816
1999-04-06,0.041797,0.041927,0.039583,0.040365,0.037024,69696000,0.0425967142857142,0.0435807333333333,-0.0251412838719026,0.0434294857912989,44.02473190996038,0.04188067320164446,0.042980317965878985,0.0427279,0.04638285567832584,0.03907294432167416
1999-04-07,0.040625,0.04401,0.040365,0.04375,0.040129,89280000,0.0426152857142857,0.0435113,0.0838597795119533,0.0453141941154025,51.36609728459311,0.042348004901233346,0.04302997487130615,0.0426172,0.04598206756445417,0.03925233243554583
1999-04-08,0.04401,0.045833,0.04349,0.044531,0.040845,130128000,0.0425594285714285,0.0433463666666666,0.0178514285714286,0.0428878814472189,51.89106156848093,0.042893753675925,0.043126815202189625,0.042584649999999995,0.04585635731382995,0.03931294268617004
1999-04-09,0.044792,0.044792,0.04349,0.04375,0.040129,48624000,0.0429314285714285,0.0432074666666666,-0.0175383440749141,0.0426371048388486,50.0,0.04310781525694375,0.0431670206730161,0.0426107,0.045912170428380916,0.039309229571619086
1999-04-12,0.043229,0.043229,0.041146,0.041927,0.038457,33312000,0.0426338571428571,0.0430816,-0.0416685714285713,0.0424832616153383,48.96868442931232,0.042812611442707815,0.04308701933927313,0.042584649999999995,0.045899719596792635,0.039269580403207355
1999-04-13,0.042708,0.042708,0.039583,0.040234,0.036904,36144000,0.0422804285714285,0.0428905999999999,-0.0403797075869964,0.0430246200541237,50.80088713652046,0.04216795858203086,0.04290295357544906,0.0423828,0.04575662872307287,0.039008971276927124
1999-04-14,0.040104,0.041016,0.039063,0.039063,0.03583,48288000,0.0419457142857142,0.0426736,-0.0291047372868717,0.0432702717314871,48.970623168896985,0.041391718936523145,0.042655214635097506,0.042193999999999995,0.04586946534110773,0.03851853465889226
1999-04-15,0.040104,0.040104,0.039063,0.040104,0.036784,35856000,0.0419084285714285,0.0425954666666666,0.0266492588894862,0.0418568880777216,50.0,0.04106978920239236,0.04249062014251057,0.04204425,0.045807466422437756,0.03828103357756224
1999-04-16,0.039844,0.042057,0.039844,0.041406,0.037979,38928000,0.0415735714285714,0.0425911333333333,0.0324655894673846,0.0421069666529837,45.302155830928534,0.041153841901794275,0.04242064464944538,0.04193355,0.045631282589745116,0.038235817410254884
1999-04-19,0.041927,0.041927,0.039063,0.039583,0.036307,31296000,0.0408667142857142,0.0424479,-0.0440274356373472,0.0415161458277658,38.91633796969068,0.04076113142634571,0.04223757080109407,0.0417252,0.04546137381540893,0.03798902618459107
1999-04-20,0.039583,0.041146,0.038411,0.038802,0.03559,67680000,0.0401598571428571,0.0422569333333333,-0.0197306924689891,0.0414951424410645,44.442863916548134,0.04027134856975928,0.04201592107199123,0.0415429,0.04548092562874235,0.03760487437125765
1999-04-21,0.038802,0.039583,0.038542,0.039453,0.036187,37488000,0.0398064285714285,0.0420399,0.0167774856966136,0.0411288663644607,37.929755787466235,0.040066761427319464,0.04185057132541115,0.04152335,0.04550057448977993,0.037546125510220074
1999-04-22,0.039583,0.039583,0.03737,0.03776,0.034634,227184000,0.039453,0.0417925,-0.0429118191265556,0.041673796952231,37.16005812746523,0.0394900710704896,0.041586663497965276,0.0414322,0.04567158111669988,0.03719281888330012
1999-04-23,0.03763,0.03776,0.035677,0.035938,0.032963,126048000,0.0390065714285714,0.0415494666666666,-0.0482521186440678,0.0418420147173421,36.183545583181726,0.0386020533028672,0.04122223359487075,0.041223899999999994,0.04609968363580233,0.03634811636419766
1999-04-26,0.035938,0.036458,0.033333,0.034115,0.031291,123504000,0.038151,0.0412717,-0.0507262507652066,0.0426035987755935,34.80797277588721,0.0374802899771504,0.04076370239520167,0.04074865,0.046427807212307576,0.03506949278769242
1999-04-27,0.034896,0.038021,0.034375,0.03776,0.034634,226944000,0.0376301428571428,0.0410546666666666,0.1068444965557673,0.0465678948690859,35.62169947191552,0.0375502174828628,0.04056991514389834,0.04039055,0.04586107182539336,0.034920028174606633
